cell_id,cell_family,chemistry_type,temperature_deg_c,actual_temperature_mean_deg_c,discharge_capacity_ah,charge_capacity_ah,discharge_capacity_retention_vs_25c,charge_capacity_retention_vs_25c,discharge_usable_energy_wh,discharge_usable_energy_retention_vs_25c,discharge_mean_ocv_v,ocv_slope_charge_ocv_slope_penalty_v,ocv_slope_charge_ocv_slope_penalty_vs_25c,ocv_slope_charge_mean_abs_dv_dcapacity_fraction_v,ocv_slope_discharge_ocv_slope_penalty_v,ocv_slope_discharge_ocv_slope_penalty_vs_25c,ocv_slope_discharge_mean_abs_dv_dcapacity_fraction_v,pulse_1c_charge_median_r_fast_mohm,pulse_1c_charge_median_r_100ms_mohm,pulse_1c_charge_median_r_1s_mohm,pulse_1c_charge_median_r_10s_mohm,pulse_1c_charge_median_polarization_1s_mohm,pulse_1c_charge_median_polarization_10s_mohm,pulse_1c_charge_median_relaxation_end_mohm,pulse_1c_discharge_median_r_fast_mohm,pulse_1c_discharge_median_r_100ms_mohm,pulse_1c_discharge_median_r_1s_mohm,pulse_1c_discharge_median_r_10s_mohm,pulse_1c_discharge_median_polarization_1s_mohm,pulse_1c_discharge_median_polarization_10s_mohm,pulse_1c_discharge_median_relaxation_end_mohm,eis_series_resistance_mohm,eis_low_freq_zre_mohm,eis_arc_width_zre_mohm,eis_low_freq_to_pulse_r_1s_ratio,entropy_charge_mean_abs_dudt_mv_per_k,entropy_charge_max_abs_dudt_mv_per_k,entropy_charge_mean_ehs_v_at_25c,entropy_discharge_mean_abs_dudt_mv_per_k,entropy_discharge_max_abs_dudt_mv_per_k,entropy_discharge_mean_ehs_v_at_25c,bol_thermal_charge_mean_temperature_rise_max_k,bol_thermal_charge_median_temperature_rise_max_k,bol_thermal_charge_mean_abs_current_a,bol_thermal_discharge_mean_temperature_rise_max_k,bol_thermal_discharge_median_temperature_rise_max_k,bol_thermal_discharge_mean_abs_current_a
TC23NMC09,NMC,lithium-ion,5.0,5.790313358071517,1.571218481198803,1.4100837017055454,0.9655686790436808,0.8943914088728394,5.972378229643568,0.9647288719392688,3.766594984130657,0.4150362544430414,0.9537009814932024,0.7034339369689585,0.4489349112658664,0.989971118563931,0.7594780441586214,80.2242963023498,93.57382262841352,101.13855421317956,117.3486933234034,21.994933851510748,37.76008875086545,111.1189143712371,78.9529128427187,92.3024391687818,99.0407715047989,114.93306475011848,20.8506887378537,38.5229188266423,109.466115873726,,,,,0.1322192431739622,0.4188322240996227,0.0394211673523167,0.1763307825305994,0.4721594205114507,0.0525730228114981,0.9621250000000005,0.9621250000000005,0.3602318869465257,1.6463099999999995,1.6463099999999995,0.3672926715105526
TC23NMC09,NMC,lithium-ion,15.0,15.702406405726135,1.614462554904274,1.5324222161132466,0.992143673943436,0.9719885870603246,6.138472897262949,0.991558438849859,3.752362768929789,0.4354224692592162,1.0005459326775463,0.7321711575449299,0.4526539084342432,0.9981720842146814,0.7607934578126868,54.2880737259975,57.5936707210202,61.1535444079722,75.0751932908688,7.501162411790601,20.9142579108327,70.8160587011254,53.9066586881038,56.830840645246695,60.6449910241144,75.01162411788009,7.246885719861599,21.994933851514208,70.0532286253453,,,,,0.1322192431739622,0.4188322240996227,0.0394211673523167,0.1763307825305994,0.4721594205114507,0.0525730228114981,0.9621250000000005,0.9621250000000005,0.3602318869465257,1.6463099999999995,1.6463099999999995,0.3672926715105526
TC23NMC09,NMC,lithium-ion,25.0,25.645695101300063,1.6272467358354772,1.5765845777550676,1.0,1.0,6.190732342899693,1.0,3.7566654894263247,0.4351848876082965,1.0,0.7397289429549957,0.4534828368701291,1.0,0.7683034578433899,39.6671639403093,40.81140905396981,43.0998992812902,54.4152120719548,3.814150378881,14.748048131652002,50.8553383850028,39.5400255943449,40.6842707080051,42.8456225893679,54.1609353800329,3.8141503788739,15.638016553390305,51.1096150769318,15.7847,31.0542,15.845499999999998,0.7247928288409577,0.1322192431739622,0.4188322240996227,0.0394211673523167,0.1763307825305994,0.4721594205114507,0.0525730228114981,0.9621250000000005,0.9621250000000005,0.3602318869465257,1.6463099999999995,1.6463099999999995,0.3672926715105526
TC23NMC09,NMC,lithium-ion,35.0,35.59049846204475,1.6361003942256505,1.5945470922599032,1.0054408825626726,1.011393308521648,6.220213358853792,1.0047621209125464,3.745940472739096,0.4371298088386277,1.0044691837554842,0.7430842450321521,0.4527106060313626,0.9982971112113166,0.7625116869436188,30.3860646850428,30.8946180688941,33.0559699502569,42.5913458974457,3.0513203031007,12.205281212402896,39.4128872483803,30.2589263390849,30.7674797229297,32.9288316042922,42.463951345025,3.1784586490582,12.3323451510965,39.285748902415904,,,,,0.1322192431739622,0.4188322240996227,0.0394211673523167,0.1763307825305994,0.4721594205114507,0.0525730228114981,0.9621250000000005,0.9621250000000005,0.3602318869465257,1.6463099999999995,1.6463099999999995,0.3672926715105526
TC23NMC09,NMC,lithium-ion,45.0,45.59288463167552,1.6390654182223403,1.6085084238723129,1.007262993451817,1.0202487367742126,6.231569247635324,1.0065964578136652,3.75341075108534,0.4404766935108271,1.0121599027291903,0.7468172496015474,0.4557993729756452,1.0051083214560104,0.7734462189672348,26.6990526521264,27.207606035977697,28.9875428794535,36.7429819831665,2.2884902273271,9.662514293146698,33.8188000260301,26.571914306168495,27.080467690013,28.8604045334889,36.6158436372021,2.415628573285,9.7896526391114,33.8188000260304,,,,,0.1322192431739622,0.4188322240996227,0.0394211673523167,0.1763307825305994,0.4721594205114507,0.0525730228114981,0.9621250000000005,0.9621250000000005,0.3602318869465257,1.6463099999999995,1.6463099999999995,0.3672926715105526
TC23SIB09,SIB,sodium-ion,5.0,5.916754995425852,1.284048916956514,1.521411041267123,0.8160716287061319,1.0594882016546805,4.05091640020908,0.8253307067316197,3.0132906803833626,0.6318718098086702,0.7244664047803748,1.0690287529904476,0.910674213295142,0.9655297412494462,1.5468131923584043,185.4549507566775,249.0540422370231,232.77267481805416,176.9326724983143,51.642462282038245,-5.405922775830047,151.74743227210018,183.1653786172832,257.8307100397398,286.5774986282914,296.75335299591546,107.1008672192727,117.27672158689678,290.3934440161471,,,,,0.2473725449709619,0.3998466732806744,0.0737541242830922,0.273741276277142,0.4518139413798553,0.0816159615220298,0.9483800000000002,0.9483800000000002,0.318130927494088,3.5263099999999987,3.5263099999999987,0.3349912527877308
TC23SIB09,SIB,sodium-ion,15.0,15.73717618601598,1.4003379576190595,1.4493296398922335,0.8899786158628923,1.0092917772539314,4.361815698475821,0.8886730994671524,2.9704867227554352,0.8630323933470815,0.9895012968001904,1.4605997157185324,0.8908592015296345,0.9445211490399678,1.5116463549668064,127.198182960684,152.765017735784,160.20611143898506,150.22105407657074,32.880730295337955,22.832073841445645,142.2075685500494,127.57977413412492,156.1993645430721,164.8488407555576,174.7702987639862,36.378679364262496,47.31772280946569,169.1735788617903,,,,,0.2473725449709619,0.3998466732806744,0.0737541242830922,0.273741276277142,0.4518139413798553,0.0816159615220298,0.9483800000000002,0.9483800000000002,0.318130927494088,3.5263099999999987,3.5263099999999987,0.3349912527877308
TC23SIB09,SIB,sodium-ion,25.0,25.61745157686871,1.5734512410293595,1.4359867706794878,1.0,1.0,4.908234198932275,1.0,2.9492282960153644,0.8721892494107093,1.0,1.5089231623772985,0.943186081577023,1.0,1.5862814315675522,81.2796389118798,87.63954805991591,90.3107099020919,98.5785917945324,9.7942600879698,18.570934712262204,93.745060842026,80.6436458634452,88.52993299835191,91.0738965902579,100.4865618803159,10.8118452655986,20.224510555656604,95.65303105569252,18.3851,87.9928,71.8138,0.9661692679723612,0.2473725449709619,0.3998466732806744,0.0737541242830922,0.273741276277142,0.4518139413798553,0.0816159615220298,0.9483800000000002,0.9483800000000002,0.318130927494088,3.5263099999999987,3.5263099999999987,0.3349912527877308
TC23SIB09,SIB,sodium-ion,35.0,35.51297346552396,1.5635489686880537,1.431710022751551,0.993706654465614,0.9970217358437686,4.833616481923758,0.9847974416084811,2.974862335336861,0.8971852539378703,1.028658922984948,1.5295799065014777,0.93623187914422,0.9926269030378656,1.5907980650636255,55.7128041367805,56.8575877834274,58.5111641619194,66.77904605436,3.8159454888229,12.465421930145904,62.0727132848162,55.7128026627559,56.8575862791147,58.5111626138574,67.1606388263364,4.7063326450257,13.4830070371023,62.5815043609017,,,,,0.2473725449709619,0.3998466732806744,0.0737541242830922,0.273741276277142,0.4518139413798553,0.0816159615220298,0.9483800000000002,0.9483800000000002,0.318130927494088,3.5263099999999987,3.5263099999999987,0.3349912527877308
TC23SIB09,SIB,sodium-ion,45.0,45.47405447378324,1.6249944583215998,1.48254080229847,1.03275806453241,1.032419540743369,5.009527817626754,1.020637486841299,3.003694496810893,0.9409061753567538,1.0787867151452195,1.6013546607065905,0.9597287752395546,1.0175391621925465,1.6392665136697608,40.5762203644654,41.08501309630381,42.4841931088699,51.769660465001,2.0351709273742,10.0486564538955,45.7913458658476,40.7034174705023,40.9578138296975,42.6113901644334,51.6424609157051,2.0351708735221,9.9214580084354,45.791344654314,,,,,0.2473725449709619,0.3998466732806744,0.0737541242830922,0.273741276277142,0.4518139413798553,0.0816159615220298,0.9483800000000002,0.9483800000000002,0.318130927494088,3.5263099999999987,3.5263099999999987,0.3349912527877308
