cell_family,chemistry_type,temperature_deg_c,pulse_direction,abs_c_rate,pulse_count,complete_1s_count,complete_10s_count,median_actual_temperature_deg_c,median_r_fast_mohm,median_r_100ms_mohm,median_r_1s_mohm,median_r_10s_mohm,median_r_end_mohm,median_polarization_1s_mohm,median_polarization_10s_mohm,median_polarization_end_mohm,median_relaxation_end_mohm
LFP,lithium-ion,15.0,discharge,2.0,21,21,21,15.489899471057884,92.12253313792131,101.0868376047552,110.3054485812911,124.9280728888989,124.9280728888989,18.8822583450381,34.83999182855881,34.8399918285588,118.63398677388399
LFP,lithium-ion,15.0,discharge,3.0,21,21,20,15.493218233532936,85.0231427005986,91.5079586692883,99.8576890342031,110.92002215726191,111.47101959250939,14.8769307517001,25.324689812368003,25.6425729480874,104.6895126971481
LFP,lithium-ion,25.0,charge,1.0,21,21,21,25.45572511830635,71.20582365730719,78.83501904915741,87.6085937497954,110.2418734122934,110.2418734122934,15.767003809833001,39.54466278111171,39.5446627811117,105.0285898945212
LFP,lithium-ion,25.0,charge,2.0,21,21,21,25.475081986027945,68.5991809909032,75.656186635007,84.4297612195696,103.6299027017301,103.6299027017301,15.0040840721505,34.39495543658559,34.3949554365856,97.971582860963
LFP,lithium-ion,25.0,charge,3.0,21,21,5,25.451234331337325,66.3316149052725,72.3501295850638,81.8019276467593,97.35700922518261,88.5409611618025,14.113983093712699,29.541939673466604,21.743206675018,87.14227675857809
LFP,lithium-ion,25.0,discharge,1.0,21,21,21,25.4482921756487,69.679984578937,76.1648006620131,83.15822977121461,102.8669845335027,102.8669845335027,13.8597049618736,33.0598466980359,33.0598466980359,96.76362822001549
LFP,lithium-ion,25.0,discharge,2.0,21,21,21,25.472664570858285,66.6283055407458,71.7780123621193,77.94494522228341,91.6774967459513,91.6774967459513,11.3802163089612,25.3034977149007,25.3034977149007,87.0364029439682
LFP,lithium-ion,25.0,discharge,3.0,21,21,21,25.46786220297029,64.00047132497821,68.0269910440998,73.9184251594442,84.4297608472554,84.4297608472554,9.621262907794499,19.623985578451602,19.6239855784515,79.5555527662126
LFP,lithium-ion,35.0,charge,1.0,21,21,21,35.27683023952096,50.606996099298,53.150061229919295,58.1090382346253,75.02042135323241,75.02042135323241,7.6291953918502,23.9048122278087,23.9048122278087,69.5528313224073
LFP,lithium-ion,35.0,charge,2.0,21,21,21,35.300303922155685,50.2891122926791,52.8957540170777,58.0454608384545,71.6508591072717,71.6508591072717,7.374888781229299,21.04386367747029,21.043863677470302,67.391225069838
LFP,lithium-ion,35.0,charge,3.0,21,20,18,35.297998772455095,50.1831514682705,52.8109854133997,57.748770165133955,68.6627579211124,68.8746800134607,7.438457974207649,18.331260988198853,18.3948376159041,64.8905446772986
LFP,lithium-ion,35.0,discharge,1.0,21,21,21,35.27460686626747,50.352689586238505,52.768601460323296,57.346118695433496,73.2402757617963,73.2402757617963,6.9934291091950005,22.760432919027803,22.7604329190277,68.0269922440306
LFP,lithium-ion,35.0,discharge,2.0,21,21,21,35.27999281437126,49.8440759007093,51.9421046057143,56.4560451528432,69.7435602845414,69.7435602845414,6.6755458795576,19.390871364435203,19.3908713644351,64.33954695346961
LFP,lithium-ion,35.0,discharge,3.0,21,21,21,35.296371576846305,49.250693827564895,51.2427614780768,55.4388188695832,66.0349233935857,66.0349233935857,6.1881250420181,16.445154221251396,16.445154221251297,61.2030997306406
LFP,lithium-ion,45.0,charge,1.0,21,21,21,45.22014073852295,40.18042906376721,41.4519616290776,45.1394060684731,58.36334474768471,58.36334474768471,4.8318237481764,17.928609170858394,17.9286091708583,53.7858275125745
LFP,lithium-ion,45.0,charge,2.0,21,21,21,45.22757099800399,40.244005159630696,41.4519610806927,45.1394054713056,56.138162015724305,56.138162015724305,4.7682470568274,16.0848867383682,16.0848867383682,52.7050241348063
LFP,lithium-ion,45.0,charge,3.0,21,20,19,45.22528452095809,40.2227326004004,41.4943456819572,45.07582904265745,53.9977491305526,53.9977491305526,4.81063149632475,14.029242513512598,14.0292425135126,50.8189177453164
LFP,lithium-ion,45.0,discharge,1.0,21,21,21,45.22138738522955,40.1804290637603,41.3248083725413,44.8850995554136,58.236191491155,58.236191491155,4.7046704916467,18.310068940447294,18.310068940447298,53.5315209995085
LFP,lithium-ion,45.0,discharge,2.0,21,21,21,45.22946397205588,39.9261220225085,41.261231198418,44.630792451908796,55.6931256237511,55.6931256237511,4.6410938019797,15.9577334835206,15.9577334835206,51.687798096015705
LFP,lithium-ion,45.0,discharge,3.0,21,21,21,45.2334505788423,39.9261218464421,41.1552699712262,44.5036390008111,54.0401330724144,54.0401330724144,4.5351327362733995,13.902089135491998,13.902089135492,49.801691262812504
LTO,lithium-ion,5.0,charge,1.0,21,21,21,5.841882814371259,28.739289387082998,30.1381043572528,32.6814043030118,41.2014591213037,41.2014591213037,4.0692799132154,11.826344747779295,11.826344747779299,37.6408391972427
LTO,lithium-ion,5.0,charge,2.0,21,20,20,5.864908502994012,28.4849590156892,30.0109389629593,31.72766640363655,39.80264362460345,39.739061126801,3.4970373791601004,10.745442128686198,10.6818596308838,37.005013721276
LTO,lithium-ion,5.0,charge,3.0,21,20,17,5.845599999999998,28.739288626721,29.92616190334,33.9530533775863,40.9895163746896,40.5656330616101,5.192570585211449,11.105742802657202,11.105742802657101,39.2515947910686
LTO,lithium-ion,5.0,discharge,1.0,21,21,21,5.834509011976049,28.739288626721102,30.1381035598818,32.6814034383524,41.0742930373047,41.0742930373047,4.3236097933986,12.462169404506202,12.462169404506101,37.7680031952926
LTO,lithium-ion,5.0,discharge,2.0,21,21,21,5.843045878243512,28.6757065090996,30.138103958563903,32.6814038706819,39.548313633393995,39.548313633393995,4.0056973615823,11.3812671067165,11.3812671067165,36.9414312234738
LTO,lithium-ion,5.0,discharge,3.0,21,21,21,5.839722205588823,28.8664536206458,30.2228802224969,33.2747734628727,40.8742497628646,40.8742497628646,4.1116681368612005,11.317684459194698,11.3176844591946,37.7680031952949
LTO,lithium-ion,15.0,charge,1.0,21,21,21,15.73299,24.7971744711613,25.1786694630222,27.467639414200402,34.4617142650358,34.4617142650358,2.7976299403326,9.028714807446402,9.028714807446299,31.6640843247094
LTO,lithium-ion,15.0,charge,2.0,21,21,20,15.74533274451098,24.6064266497149,25.1786691299429,26.89539657062,33.412602595415855,33.380811346514704,2.4797174143122,7.916020976459399,7.9478122253622,31.0918414256094
LTO,lithium-ion,15.0,charge,3.0,21,20,18,15.72675,24.6700088211695,25.3906104534015,28.6121236327985,34.27096586239585,34.080218371510995,3.20031901374205,8.32930710199345,8.6048312554944,33.4020050705865
LTO,lithium-ion,15.0,discharge,1.0,21,21,21,15.723990728542908,24.6700088211672,25.0515038029348,27.594803681411598,34.2073833654357,34.2073833654357,2.7976298663218,8.7743845807268,8.7743845807267,31.7912484808877
LTO,lithium-ion,15.0,discharge,2.0,21,21,21,15.732096347305392,24.670009147517302,25.1150866321373,27.4040565530389,33.380811346514704,33.380811346514704,2.6704649077226,8.0113947231612,8.0113947231612,30.8375114344001
LTO,lithium-ion,15.0,discharge,3.0,21,21,21,15.725822974051892,24.7547854837823,25.5601637786337,27.467638687487,33.4867817331992,33.4867817331992,2.6735109249745,9.876481194728395,9.876481194728399,32.003190137425506
LTO,lithium-ion,25.0,charge,1.0,21,21,21,25.656803949367085,21.8723795335346,22.6353695172633,24.5428444765808,30.2652693545398,30.2652693545398,2.4161349484718997,8.1385598264313,8.1385598264312,28.4849593925093
LTO,lithium-ion,25.0,charge,2.0,21,21,20,25.67071835,21.8087967463875,22.4446217244179,24.161349165095,29.184366491525246,29.1843664915253,2.1618049252971,7.121239753921498,7.1848222517238005,28.1034640288751
LTO,lithium-ion,25.0,charge,3.0,21,20,18,25.64521320359281,22.0843206113896,22.974475568853702,25.051503802938196,28.8876477862995,29.332725265032803,2.4161348845466,6.782133009256199,6.909298003180901,28.018686994489
LTO,lithium-ion,25.0,discharge,1.0,21,21,21,25.637077773584902,21.9995439487744,22.6353689183936,24.7971738150962,30.1381035598818,30.1381035598818,2.5432998784702,8.2657246050298,8.2657246050297,28.6121236327985
LTO,lithium-ion,25.0,discharge,2.0,21,21,21,25.642013245283017,21.9995442397981,22.635369217825,24.6700091475175,29.120783993719602,29.120783993719602,2.161804925297,6.930492260514297,6.9304922605143,27.7855515398566
LTO,lithium-ion,25.0,discharge,3.0,21,21,21,25.644695540201003,22.0843206113896,22.677757249699003,24.654087375959502,29.92616190334,29.92616190334,2.5009115471626,8.986326237264201,8.9863262372641,28.3154053136415
LTO,lithium-ion,35.0,charge,1.0,21,21,21,35.48893178642714,20.7278945579387,21.2365545470931,23.0168645091236,27.7219694087809,27.7219694087809,2.2889699511849,7.1212398481292,7.1212398481290995,26.323154438611
LTO,lithium-ion,35.0,charge,2.0,21,21,20,35.50065469061877,20.6643117859384,21.109389270555003,22.6989517156274,26.800022823913203,26.8318140728144,2.0982224274946,6.1357110379797986,6.294667282487301,25.814494107970003
LTO,lithium-ion,35.0,charge,3.0,21,20,18,35.46712666666667,20.727894009538403,21.4484956417703,23.82224219501055,27.170920368331153,27.382862024869702,2.4161348845466,6.2734730335617,6.4430263587939,26.5774837300206
LTO,lithium-ion,35.0,discharge,1.0,21,21,21,35.460505658682635,20.7278940095361,21.1093889913103,23.0168639001613,27.467638687482502,27.467638687482502,2.2889698906186,6.739744677946399,6.739744677946301,25.941658760405698
LTO,lithium-ion,35.0,discharge,2.0,21,21,21,35.47066834331338,20.791476781543,21.2365542661631,22.8896992090378,26.6410665794073,26.6410665794073,1.9710574318898,6.231084784681699,6.2310847846817,25.5601641167571
LTO,lithium-ion,35.0,discharge,3.0,21,21,21,35.47060650698603,20.814190565226898,21.3213306478477,23.103327613132898,28.188240319719,28.188240319719,2.3737465532401,8.1385596111074,8.1385596111073,26.5774837300205
LTO,lithium-ion,45.0,charge,1.0,21,21,21,45.38096904191617,19.9649045742105,20.473564563365,22.2538745253958,26.450319435898002,26.450319435898002,2.1618049538981996,6.612579858974503,6.612579858974399,24.7971744711544
LTO,lithium-ion,45.0,charge,2.0,21,21,20,45.392507664670674,19.8377393144977,20.2828167991209,21.872379244189897,25.5283728678576,25.5601641167571,2.0346399296922,5.8177985489629505,5.8495897978641,24.4156791563079
LTO,lithium-ion,45.0,charge,3.0,21,20,19,45.38151802395209,20.0072923773041,20.6431173469233,22.720145581006552,25.814493766481,25.814493766481,2.33135822193155,5.891978051789801,5.8919780517897005,24.6276204898598
LTO,lithium-ion,45.0,discharge,1.0,21,21,21,45.36864948103791,19.837739052071797,20.473564021691,22.253873936619502,25.941658760405698,25.941658760405698,2.1618048966957,6.485414690101301,6.485414690101201,24.7971738150897
LTO,lithium-ion,45.0,discharge,2.0,21,21,21,45.37566984031936,19.9013218122999,20.4099817947256,22.063126737600502,25.496581618954803,25.496581618954803,1.9074749340875,5.722424802259401,5.7224248022593,24.2249316628975
LTO,lithium-ion,45.0,discharge,3.0,21,21,21,45.37278005988024,20.0072923773041,20.5159523529985,22.1690972740046,26.7894253865602,26.7894253865602,2.2889698906252,7.4603463101807,7.4603463101807,25.3906104533993
NMC,lithium-ion,5.0,charge,1.0,21,20,20,5.622504251497005,80.2242963023498,93.57382262841351,101.13855421317955,117.3486933234034,117.2215549774389,21.994933851510748,37.76008875086545,37.3786737129819,111.1189143712371
NMC,lithium-ion,5.0,charge,2.0,21,18,14,5.6624798003992005,76.79156096135941,86.3269369085481,92.87456172561696,114.7105726446789,107.11405647341981,16.7504770805628,35.69409062897465,30.2589263390784,101.2021233861617
NMC,lithium-ion,5.0,charge,3.0,21,12,10,5.629505379241517,72.807892787867,79.2495689833005,97.04893741805351,117.05197786126831,96.24372789362309,21.5287496991215,41.29875142677,23.435835105756,92.59909530936359
NMC,lithium-ion,5.0,discharge,1.0,21,21,21,5.625201556886228,78.9529128427187,92.30243916878179,99.0407715047989,114.93306475011849,114.93306475011849,20.8506887378537,38.5229188266423,38.5229188266423,109.466115873726
NMC,lithium-ion,5.0,discharge,2.0,21,21,21,5.658237315369261,75.138761469659,84.86484480709849,90.3317936111523,103.9991656212853,103.9991656212853,15.383739657916701,30.38606428299011,30.3860642829901,98.6593551615137
NMC,lithium-ion,5.0,discharge,3.0,21,21,19,5.62524259481038,71.8754003639487,79.2918001536196,84.50461987101079,95.90469145842411,96.32848594122741,12.4595577944227,25.766704554449905,25.8090323240834,91.92102332007231
NMC,lithium-ion,15.0,charge,1.0,21,21,20,15.590621616766462,54.2880737259975,57.5936707210202,61.1535444079722,75.0751932908688,74.2487940421131,7.501162411790601,20.9142579108327,20.4692736999668,70.8160587011254
NMC,lithium-ion,15.0,charge,2.0,21,20,20,15.6133976247505,53.2709669582949,56.3222872613956,59.500745910459145,71.9285192282931,71.5788887768957,6.5794094035616,20.0560740755859,19.9607203161124,67.89187674398269
NMC,lithium-ion,15.0,charge,3.0,21,16,14,15.595150518962074,52.465757433864205,55.1307326053824,59.8185408211725,73.8673619981611,70.09560807400041,6.8019015089948,20.5328380208818,17.629850640136098,65.5186276193504
NMC,lithium-ion,15.0,discharge,1.0,21,21,21,15.57175613772455,53.906658688103796,56.830840645246695,60.6449910241144,75.01162411788009,75.01162411788009,7.2468857198615995,21.994933851514208,21.9949338515142,70.0532286253453
NMC,lithium-ion,15.0,discharge,2.0,21,21,21,15.611198253493011,52.762412876324596,55.495887278353095,58.9286225739208,71.7060261740914,71.7060261740914,6.8654705911354,20.405704256985903,20.405704256985903,67.192614952141
NMC,lithium-ion,15.0,discharge,3.0,21,21,20,15.602230239520956,51.6604440115895,54.288073247122504,57.1273899556815,68.86647043265249,69.0359927580147,6.1873994489303,18.562182309708195,18.646925169185,65.39148869657339
NMC,lithium-ion,25.0,charge,1.0,21,21,21,25.57856156686627,39.6671639403093,40.811409053969804,43.0998992812902,54.4152120719548,54.4152120719548,3.814150378881,14.748048131652002,14.748048131652,50.8553383850028
NMC,lithium-ion,25.0,charge,2.0,21,20,20,25.589807724550894,39.6671639403027,40.6207015350229,42.75026882989455,53.52524365021701,53.3345361312737,3.5598736869487,13.858079709912749,13.4766646720244,49.6475240983607
NMC,lithium-ion,25.0,charge,3.0,21,19,17,25.59137840452261,39.3705077997257,40.3875333412998,42.718484243405605,52.592790006875504,52.5081368825191,3.4751147896421,13.942838607224006,12.5866962502875,49.626334374033405
NMC,lithium-ion,25.0,discharge,1.0,21,21,21,25.58809040201005,39.5400255943449,40.6842707080051,42.8456225893679,54.1609353800329,54.1609353800329,3.8141503788739,15.638016553390303,15.6380165533902,51.109615076931796
NMC,lithium-ion,25.0,discharge,2.0,21,21,21,25.594352298994973,39.285748382615,40.3028551368564,42.5277761617626,53.652381286286904,53.652381286286904,3.7505698913544996,14.875186280794503,14.8751862807944,50.410353507139504
NMC,lithium-ion,25.0,discharge,3.0,21,21,21,25.597888289308173,38.9466535363431,39.9638197283669,42.2099304872244,52.931824914253504,52.931824914253504,3.7293839811479,14.493742290371001,14.4937422903709,49.7958517294054
NMC,lithium-ion,35.0,charge,1.0,21,21,21,35.538680918163685,30.3860646850428,30.8946180688941,33.0559699502569,42.5913458974457,42.5913458974457,3.0513203031007,12.205281212402896,12.2052812124028,39.4128872483803
NMC,lithium-ion,35.0,charge,2.0,21,20,20,35.55014874251496,30.3224955120604,30.894618068890498,32.96061619078335,42.24171544604505,42.209930859555506,2.9559665436256,12.364204144855051,12.268850385384999,38.777195518568
NMC,lithium-ion,35.0,charge,3.0,21,19,19,35.54965373253493,30.301305787733103,31.021725219898997,33.0559625148679,41.6166185783979,41.4894802324336,2.8818018602703,11.9510045204783,11.188174444700401,38.650048990315
NMC,lithium-ion,35.0,discharge,1.0,21,21,21,35.529093293413176,30.2589263390849,30.7674797229297,32.9288316042922,42.463951345025,42.463951345025,3.1784586490582,12.3323451510965,12.332345151096499,39.285748902415904
NMC,lithium-ion,35.0,discharge,2.0,21,21,21,35.54486286427146,30.3224951108523,30.767479315833498,32.8652619964608,42.0192227846403,42.0192227846403,3.0513202627275002,11.760296845929101,11.760296845929,39.2221792104739
NMC,lithium-ion,35.0,discharge,3.0,21,21,21,35.54277337325349,30.174106756564502,30.8097972078952,32.844072417268,42.252309935505394,42.252309935505394,3.0089408279043,11.8662455184976,11.8662455184975,39.285748555882
NMC,lithium-ion,45.0,charge,1.0,21,21,21,45.55246674650698,26.699052652126397,27.207606035977697,28.9875428794535,36.7429819831665,36.7429819831665,2.2884902273271,9.662514293146698,9.6625142931466,33.8188000260301
NMC,lithium-ion,45.0,charge,2.0,21,21,20,45.5573226746507,26.699052652126397,27.207606035977502,28.8604045334889,36.0437210803736,35.535167696524,2.2884902273271,9.1857454957916,9.1539609093021,33.4373849881432
NMC,lithium-ion,45.0,charge,3.0,21,19,19,45.55457001996008,26.7838212360045,27.207606035977502,28.8180250848365,35.8106341127736,35.768247091914404,2.3308691825301997,9.069200092025401,9.0691837723377,33.3950055394864
NMC,lithium-ion,45.0,discharge,1.0,21,21,21,45.54951596806388,26.571914306168498,27.080467690013,28.8604045334889,36.6158436372021,36.6158436372021,2.4156285732850002,9.789652639111399,9.7896526391113,33.8188000260304
NMC,lithium-ion,45.0,discharge,2.0,21,21,21,45.557822255489015,26.6354831267235,27.0804673317015,28.7968349794885,36.0437206034673,36.0437206034673,2.3520593691853997,9.535375821022901,9.5353758210228,34.0730762671189
NMC,lithium-ion,45.0,discharge,3.0,21,21,21,45.55719750499002,26.6990027240946,27.122792590169897,28.8603915501654,35.9800795453961,35.9800795453961,2.2884902071384,9.3658580699564,9.365858069956301,33.8611642416765
SIB,sodium-ion,5.0,charge,1.0,21,20,20,5.478885958083832,185.4549507566775,249.0540422370231,232.77267481805418,176.9326724983143,174.7703033879803,51.642462282038245,-5.405922775830047,-4.197540037705,151.74743227210018
SIB,sodium-ion,5.0,charge,2.0,21,19,19,5.517534261477046,161.541692360073,181.70260435934279,151.1114413572951,122.4918501911403,122.4918501911403,-8.585877349848,-40.194625815576316,-35.8062885034333,106.4648791380942
SIB,sodium-ion,5.0,charge,3.0,21,18,18,5.456723203592815,142.37702486681238,147.2953497282031,123.50918839504554,100.82555784532066,102.6063288417476,-19.4188837229419,-42.547742741510056,-41.127330155577106,88.9962093773328
SIB,sodium-ion,5.0,discharge,1.0,21,21,21,5.456490239520958,183.16537861728318,257.8307100397398,286.5774986282914,296.75335299591546,296.75335299591546,107.1008672192727,117.27672158689678,117.2767215868967,290.3934440161471
SIB,sodium-ion,5.0,discharge,2.0,21,21,21,5.509382165668662,163.8948565767169,201.0367255098967,219.98925452031932,226.8579563093327,226.8579563093327,56.7939879406308,66.39745062712079,66.3974506271207,220.6888445173478
SIB,sodium-ion,5.0,discharge,3.0,21,21,20,5.532802075848303,153.6971903767371,176.4231749400277,187.9981633463311,191.602288153632,192.19606799079438,39.473756739339805,44.47687520898805,44.900868299636,184.8606207014002
SIB,sodium-ion,15.0,charge,1.0,21,20,20,15.467270668662678,127.198182960684,152.765017735784,160.20611143898506,150.22105407657074,148.0586849662399,32.880730295337955,22.832073841445645,23.5316638477321,142.2075685500494
SIB,sodium-ion,15.0,charge,2.0,21,19,19,15.490515598802396,115.3051528538617,129.8693448028601,119.7570892574861,100.67736181338189,100.67736181338189,4.1339409462234995,-14.945786497880697,-13.4830073938328,91.3918944572507
SIB,sodium-ion,15.0,charge,3.0,21,18,18,15.46893755489022,105.7439476832175,114.7326072296659,99.744474858522,85.2650973920792,86.79155864264811,-6.5295000477232,-21.008877514166045,-19.3340851040652,74.5803853027418
SIB,sodium-ion,15.0,discharge,1.0,21,21,21,15.454574231536927,127.57977413412492,156.1993645430721,164.8488407555576,174.7702987639862,174.7702987639862,36.378679364262496,47.31772280946569,47.3177228094656,169.1735788617903
SIB,sodium-ion,15.0,discharge,2.0,21,21,21,15.495042774451097,116.89512859448969,133.49449125127,139.2820084994206,147.8042866450479,147.8042866450479,24.8036453492133,33.07152713228341,33.0715271322833,142.4619630313716
SIB,sodium-ion,15.0,discharge,3.0,21,21,20,15.496869131736526,107.4822484792982,119.735648799028,124.56917003241739,130.7594691558806,131.9042505006312,19.3764842426203,25.784466510441646,25.8211792204704,126.51953824940048
SIB,sodium-ion,25.0,charge,1.0,21,21,21,25.475866726546908,81.2796389118798,87.63954805991591,90.3107099020919,98.5785917945324,98.5785917945324,9.7942600879698,18.570934712262204,18.5709347122622,93.74506084202599
SIB,sodium-ion,25.0,charge,2.0,21,17,17,25.48258912087913,76.8913015997338,80.8980443629978,85.6043771325416,91.9642862805741,88.9115298895192,6.6143055139551,12.656219204586899,11.8294310153443,84.0779989370124
SIB,sodium-ion,25.0,charge,3.0,21,16,16,25.479530000000004,73.0540584836352,75.80996527646509,79.8379258526916,78.79922224968335,73.3508053290183,4.7063278909168,2.6923601457063477,2.0351681991947004,69.1294742307129
SIB,sodium-ion,25.0,discharge,1.0,21,21,21,25.470192808132147,80.6436458634452,88.52993299835191,91.0738965902579,100.4865618803159,100.4865618803159,10.811845265598599,20.224510555656604,20.2245105556566,95.65303105569251
SIB,sodium-ion,25.0,discharge,2.0,21,21,21,25.484725712468197,77.4000933076707,82.4880205587896,84.5867905498781,93.2998659674192,93.2998659674192,7.2502963328475,16.154169022309,16.154169022309002,88.4663350788541
SIB,sodium-ion,25.0,discharge,3.0,21,21,21,25.495813740648376,73.6052005365125,76.9972987274287,79.0747114058742,87.1305801281874,87.1305801281874,5.427122377264,13.737385223418705,13.7373852234187,82.4666561310583
SIB,sodium-ion,35.0,charge,1.0,21,21,21,35.39496640718562,55.7128041367805,56.8575877834274,58.511164161919396,66.77904605436,66.77904605436,3.8159454888229,12.465421930145903,12.4654219301458,62.0727132848162
SIB,sodium-ion,35.0,charge,2.0,21,20,19,35.40998119760479,55.013214130497296,56.03079959418459,58.3203668874732,66.8426451458414,65.5070642247534,3.56154912289855,11.511435557943601,11.5114355579436,60.864330546687704
SIB,sodium-ion,35.0,charge,3.0,21,17,17,35.397026936127745,54.3135153910252,55.1191022703603,58.171852549949,66.1005234149941,64.40461607286579,3.0527502795887003,10.430230121929299,10.3878308124919,59.6558886204894
SIB,sodium-ion,35.0,discharge,1.0,21,21,21,35.394291686626744,55.7128026627559,56.8575862791147,58.5111626138574,67.1606388263364,67.1606388263364,4.7063326450257,13.483007037102299,13.4830070371022,62.5815043609017
SIB,sodium-ion,35.0,discharge,2.0,21,21,21,35.3977622754491,54.5044206776285,56.3487943061596,57.9387715721335,66.2702524458437,66.2702524458437,3.9431436196195,13.037813580994893,13.0378135809949,61.5639197385557
SIB,sodium-ion,35.0,discharge,3.0,21,21,21,35.40701834331337,53.8895218213764,55.5854941839684,57.2390672374971,65.54933181419929,65.54933181419929,3.7735385067697,12.338198937860902,12.3381989378609,60.885407817070195
SIB,sodium-ion,45.0,charge,1.0,21,21,21,45.36695999999999,40.5762203644654,41.085013096303804,42.4841931088699,51.769660465000996,51.769660465000996,2.0351709273742,10.0486564538955,10.0486564538954,45.791345865847596
SIB,sodium-ion,45.0,charge,2.0,21,21,20,45.38927695608783,40.512621272980404,40.9578149133409,42.3569949259104,51.419865461857796,51.3880659161187,1.9079727444113999,9.5716632677929,9.412665539090801,45.5369494999248
SIB,sodium-ion,45.0,charge,3.0,21,18,18,45.38225,40.4914208616163,40.9154147973387,43.0140994256007,50.7095740887318,49.8616868411111,1.8231727498536499,9.327865125734352,9.0734522198917,45.4097505160114
SIB,sodium-ion,45.0,discharge,1.0,21,21,21,45.36208015968064,40.7034174705023,40.9578138296975,42.6113901644334,51.6424609157051,51.6424609157051,2.0351708735221,9.9214580084354,9.9214580084353,45.791344654313995
SIB,sodium-ion,45.0,discharge,2.0,21,21,21,45.37943646706586,40.639818918325,40.957814371519,42.420593456216004,51.5152634175946,51.5152634175946,1.9715718098079997,9.921458139684098,9.921458139683999,45.6641470788072
SIB,sodium-ion,45.0,discharge,3.0,21,21,21,45.3786613273453,40.6185380840905,41.0001318656718,42.399309064811405,51.3031639684229,51.3031639684229,1.992771497902,9.879058702361402,9.8790587023613,45.706455171866594
