member_path,file_name,cell_id,cell_family,chemistry_type,temperature_deg_c,voltage_v,n_points,freq_min_hz,freq_max_hz,voltage_mean_v,temperature_mean_deg_c,series_resistance_high_freq_ohm,series_resistance_min_abs_zim_ohm,freq_at_min_abs_zim_hz,low_freq_zabs_ohm,low_freq_zre_ohm,low_freq_zim_ohm,arc_width_zre_ohm,min_zim_ohm,characteristic_freq_min_zim_hz
raw_EIS_plotting/TC23LTO04/auxiliary/20231113_TC23LTO04_2343mV_25gradC_EIS.csv,20231113_TC23LTO04_2343mV_25gradC_EIS.csv,TC23LTO04,LTO,lithium-ion,25.0,2.343,32,0.05,10000.0,2.34309,25.2059,0.0135336,0.0125594,941.9,0.0192497539638017,0.0188765,-0.00377237,0.0065460000000000015,-0.00377237,0.05
raw_EIS_plotting/TC23LTO04/auxiliary/20231113_TC23LTO04_2345mV_25gradC_EIS.csv,20231113_TC23LTO04_2345mV_25gradC_EIS.csv,TC23LTO04,LTO,lithium-ion,25.0,2.345,32,0.05,10000.0,2.34545,25.2979,0.0136047,0.0126003,941.9,0.0186614023085726,0.0183195,-0.00355582,0.005948499999999999,-0.00355582,0.05
raw_EIS_plotting/TC23LTO04/auxiliary/20231113_TC23LTO04_2347mV_25gradC_EIS.csv,20231113_TC23LTO04_2347mV_25gradC_EIS.csv,TC23LTO04,LTO,lithium-ion,25.0,2.347,32,0.05,10000.0,2.34764,25.3592,0.0135602,0.0125148,941.9,0.0189229957802167,0.0185617,-0.00368009,0.006268300000000001,-0.00368009,0.05
raw_EIS_plotting/TC23LTO04/auxiliary/20231113_TC23LTO04_2363mV_25gradC_EIS.csv,20231113_TC23LTO04_2363mV_25gradC_EIS.csv,TC23LTO04,LTO,lithium-ion,25.0,2.363,32,0.05,10000.0,2.36375,25.8194,0.0135929,0.0124649,941.9,0.0187022558338399,0.0183045,-0.00383662,0.006050800000000002,-0.00383662,0.05
raw_EIS_plotting/TC23LTO04/auxiliary/20231113_TC23LTO04_2394mV_27gradC_EIS.csv,20231113_TC23LTO04_2394mV_27gradC_EIS.csv,TC23LTO04,LTO,lithium-ion,27.0,2.394,32,0.05,10000.0,2.39449,27.1078,0.0135414,0.0125078,941.9,0.0189406869377776,0.0185107,-0.00401293,0.006231800000000001,-0.00401293,0.05
raw_EIS_plotting/TC23LTO04/auxiliary/20231113_TC23LTO04_2429mV_26gradC_EIS.csv,20231113_TC23LTO04_2429mV_26gradC_EIS.csv,TC23LTO04,LTO,lithium-ion,26.0,2.429,32,0.05,10000.0,2.42999,26.1568,0.013551,0.0125104,941.9,0.0186214298471519,0.0181591,-0.00412368,0.005876600000000001,-0.00412368,0.05
raw_EIS_plotting/TC23LTO04/auxiliary/20231113_TC23LTO04_2472mV_25gradC_EIS.csv,20231113_TC23LTO04_2472mV_25gradC_EIS.csv,TC23LTO04,LTO,lithium-ion,25.0,2.472,32,0.05,10000.0,2.47201,25.7273,0.0134911,0.0124338,941.9,0.0185364972495452,0.0180483,-0.00422618,0.005843299999999999,-0.00422618,0.05
raw_EIS_plotting/TC23LTO04/auxiliary/20231113_TC23LTO04_2516mV_25gradC_EIS.csv,20231113_TC23LTO04_2516mV_25gradC_EIS.csv,TC23LTO04,LTO,lithium-ion,25.0,2.516,32,0.05,10000.0,2.51698,25.9114,0.0133919,0.01234,941.9,0.0186704380943485,0.0181615,-0.00432957,0.006046600000000001,-0.00432957,0.05
raw_EIS_plotting/TC23LTO04/auxiliary/20231113_TC23LTO04_2580mV_25gradC_EIS.csv,20231113_TC23LTO04_2580mV_25gradC_EIS.csv,TC23LTO04,LTO,lithium-ion,25.0,2.58,32,0.05,10000.0,2.58085,25.1138,0.0133554,0.0122667,941.9,0.0191586250541733,0.0185612,-0.00474708,0.006516599999999999,-0.00474708,0.05
raw_EIS_plotting/TC23LTO04/auxiliary/20231113_TC23LTO04_2686mV_25gradC_EIS.csv,20231113_TC23LTO04_2686mV_25gradC_EIS.csv,TC23LTO04,LTO,lithium-ion,25.0,2.686,32,0.05,10000.0,2.68656,25.0831,0.0132807,0.0121731,941.9,0.0270093832119506,0.0246657,-0.011005,0.012706899999999998,-0.011005,0.05
raw_EIS_plotting/TC23NMC04/auxiliary/20231113_TC23NMC04_3494mV_25gradC_EIS.csv,20231113_TC23NMC04_3494mV_25gradC_EIS.csv,TC23NMC04,NMC,lithium-ion,25.0,3.494,32,0.05,10000.0,3.49427,25.2979,0.0157825,0.0162047,1396.35,0.0363455720584722,0.0359206,-0.00554176,0.0205049,-0.00554176,0.05
raw_EIS_plotting/TC23NMC04/auxiliary/20231113_TC23NMC04_3575mV_25gradC_EIS.csv,20231113_TC23NMC04_3575mV_25gradC_EIS.csv,TC23NMC04,NMC,lithium-ion,25.0,3.575,32,0.05,10000.0,3.57551,25.574,0.0156803,0.0161913,1396.35,0.0318315860137756,0.0315369,-0.00432132,0.016760900000000002,-0.00432132,0.05
raw_EIS_plotting/TC23NMC04/auxiliary/20231113_TC23NMC04_3676mV_25gradC_EIS.csv,20231113_TC23NMC04_3676mV_25gradC_EIS.csv,TC23NMC04,NMC,lithium-ion,25.0,3.676,32,0.05,10000.0,3.67642,25.758,0.0158477,0.0163574,1396.35,0.0313826070211526,0.0310542,-0.00452821,0.0158455,-0.00452821,0.05
raw_EIS_plotting/TC23NMC04/auxiliary/20231113_TC23NMC04_3794mV_27gradC_EIS.csv,20231113_TC23NMC04_3794mV_27gradC_EIS.csv,TC23NMC04,NMC,lithium-ion,27.0,3.794,32,0.05,10000.0,3.7942,27.0771,0.0157538,0.0163098,1396.35,0.0310094112631326,0.0306869,-0.00446069,0.0152631,-0.00446069,0.05
raw_EIS_plotting/TC23NMC04/auxiliary/20231113_TC23NMC04_3854mV_26gradC_EIS.csv,20231113_TC23NMC04_3854mV_26gradC_EIS.csv,TC23NMC04,NMC,lithium-ion,26.0,3.854,32,0.05,10000.0,3.85427,26.893,0.0157954,0.0164037,1396.35,0.0312400129635392,0.0309717,-0.00408561,0.0154806,-0.00422461,88.7
raw_EIS_plotting/TC23NMC04/auxiliary/20231113_TC23NMC04_3900mV_25gradC_EIS.csv,20231113_TC23NMC04_3900mV_25gradC_EIS.csv,TC23NMC04,NMC,lithium-ion,25.0,3.9,32,0.05,10000.0,3.90095,25.666,0.0157755,0.0163983,1396.35,0.0299401747542077,0.0296245,-0.00433625,0.014138400000000002,-0.00433625,0.05
raw_EIS_plotting/TC23NMC04/auxiliary/20231113_TC23NMC04_3980mV_25gradC_EIS.csv,20231113_TC23NMC04_3980mV_25gradC_EIS.csv,TC23NMC04,NMC,lithium-ion,25.0,3.98,32,0.05,10000.0,3.98054,25.8807,0.0158658,0.0160359,2070.1,0.0299321713746864,0.0294004,-0.00561706,0.0144286,-0.00561706,0.05
raw_EIS_plotting/TC23NMC04/auxiliary/20231113_TC23NMC04_4037mV_25gradC_EIS.csv,20231113_TC23NMC04_4037mV_25gradC_EIS.csv,TC23NMC04,NMC,lithium-ion,25.0,4.037,32,0.05,10000.0,4.03766,25.9421,0.0158729,0.016092,2070.1,0.0308021316093545,0.0303868,-0.0050412,0.014800099999999998,-0.0050412,0.05
raw_EIS_plotting/TC23NMC04/auxiliary/20231113_TC23NMC04_4078mV_24gradC_EIS.csv,20231113_TC23NMC04_4078mV_24gradC_EIS.csv,TC23NMC04,NMC,lithium-ion,24.0,4.078,32,0.05,10000.0,4.07894,24.623,0.0157847,0.0159832,2070.1,0.0317710307800927,0.0313505,-0.00515214,0.015865100000000004,-0.00515214,0.05
raw_EIS_plotting/TC23NMC04/auxiliary/20231113_TC23NMC04_4240mV_25gradC_EIS.csv,20231113_TC23NMC04_4240mV_25gradC_EIS.csv,TC23NMC04,NMC,lithium-ion,25.0,4.24,32,0.05,10000.0,4.24092,25.1752,0.0157303,0.0159425,2070.1,0.0380371135348674,0.0375025,-0.00635488,0.022079500000000002,-0.00635488,0.05
raw_EIS_plotting/TC23SIB03/auxiliary/20231113_TC23SIB03_2099mV_25gradC_EIS.csv,20231113_TC23SIB03_2099mV_25gradC_EIS.csv,TC23SIB03,SIB,sodium-ion,25.0,2.099,32,0.05,10000.0,2.09937,25.5433,0.0194834,0.0200075,3069.0,0.222411027241097,0.219457,-0.0361288,0.1999756,-0.0522442,1.75
raw_EIS_plotting/TC23SIB03/auxiliary/20231113_TC23SIB03_2274mV_25gradC_EIS.csv,20231113_TC23SIB03_2274mV_25gradC_EIS.csv,TC23SIB03,SIB,sodium-ion,25.0,2.274,32,0.05,10000.0,2.27492,25.4206,0.0190019,0.0195212,3069.0,0.1360363446076452,0.135135,-0.0156339,0.1162197,-0.0327544,5.65
raw_EIS_plotting/TC23SIB03/auxiliary/20231113_TC23SIB03_2652mV_25gradC_EIS.csv,20231113_TC23SIB03_2652mV_25gradC_EIS.csv,TC23SIB03,SIB,sodium-ion,25.0,2.652,32,0.05,10000.0,2.6528,25.574,0.0183851,0.0189165,3069.0,0.0859762461126327,0.0856891,-0.0070209,0.0717279,-0.0233815,12.4
raw_EIS_plotting/TC23SIB03/auxiliary/20231113_TC23SIB03_2783mV_25gradC_EIS.csv,20231113_TC23SIB03_2783mV_25gradC_EIS.csv,TC23SIB03,SIB,sodium-ion,25.0,2.783,32,0.05,10000.0,2.78335,25.9421,0.0184764,0.0189767,3069.0,0.0872903158030007,0.0871475,-0.00499124,0.07181380000000001,-0.0243314,18.35
raw_EIS_plotting/TC23SIB03/auxiliary/20231113_TC23SIB03_2903mV_27gradC_EIS.csv,20231113_TC23SIB03_2903mV_27gradC_EIS.csv,TC23SIB03,SIB,sodium-ion,27.0,2.903,32,0.05,10000.0,2.90392,27.2305,0.0186872,0.0191545,3069.0,0.0899256025973159,0.0897861,-0.00500702,0.07147819999999999,-0.0243129,18.35
raw_EIS_plotting/TC23SIB03/auxiliary/20231113_TC23SIB03_3082mV_26gradC_EIS.csv,20231113_TC23SIB03_3082mV_26gradC_EIS.csv,TC23SIB03,SIB,sodium-ion,26.0,3.082,32,0.05,10000.0,3.08269,26.4329,0.0186138,0.019086,3069.0,0.0914167163451023,0.0912782,-0.00503053,0.0744355,-0.0252677,18.35
raw_EIS_plotting/TC23SIB03/auxiliary/20231113_TC23SIB03_3276mV_25gradC_EIS.csv,20231113_TC23SIB03_3276mV_25gradC_EIS.csv,TC23SIB03,SIB,sodium-ion,25.0,3.276,32,0.05,10000.0,3.27604,25.7887,0.0182498,0.0187231,3069.0,0.0881301035392702,0.0879928,-0.00491755,0.0708877,-0.024104,18.35
raw_EIS_plotting/TC23SIB03/auxiliary/20231113_TC23SIB03_3459mV_25gradC_EIS.csv,20231113_TC23SIB03_3459mV_25gradC_EIS.csv,TC23SIB03,SIB,sodium-ion,25.0,3.459,32,0.05,10000.0,3.45982,25.9421,0.018309,0.018775,3069.0,0.0874267585584779,0.0873063,-0.00458782,0.0699085,-0.0237905,18.35
raw_EIS_plotting/TC23SIB03/auxiliary/20231113_TC23SIB03_3639mV_25gradC_EIS.csv,20231113_TC23SIB03_3639mV_25gradC_EIS.csv,TC23SIB03,SIB,sodium-ion,25.0,3.639,32,0.05,10000.0,3.63981,25.5433,0.0181904,0.0186424,3069.0,0.0932348183794466,0.0931197,-0.00463172,0.0754349,-0.0257021,12.4
raw_EIS_plotting/TC23SIB03/auxiliary/20231113_TC23SIB03_4083mV_25gradC_EIS.csv,20231113_TC23SIB03_4083mV_25gradC_EIS.csv,TC23SIB03,SIB,sodium-ion,25.0,4.083,32,0.05,10000.0,4.08344,25.3286,0.017645,0.018547,2070.1,0.0555021885669421,0.0551594,-0.00615902,0.0375415,-0.00956391,0.1
