member_path,file_name,cell_id,cell_family,chemistry_type,temperature_deg_c,voltage_v,n_points,tau_min_s,tau_max_s,gamma_max,tau_at_gamma_max_s,gamma_integral_logtau
raw_EIS_plotting/TC23LTO04/auxiliary/20231113_TC23LTO04_2343mV_25gradC_EISDRT.csv,20231113_TC23LTO04_2343mV_25gradC_EISDRT.csv,TC23LTO04,LTO,lithium-ion,25.0,2.343,320,3.1622776601683795e-05,63.24555320336759,0.0081685502220501,10.7320981463083,0.018554147143897564
raw_EIS_plotting/TC23LTO04/auxiliary/20231113_TC23LTO04_2345mV_25gradC_EISDRT.csv,20231113_TC23LTO04_2345mV_25gradC_EISDRT.csv,TC23LTO04,LTO,lithium-ion,25.0,2.345,320,3.1622776601683795e-05,63.24555320336759,0.0083759729411601,17.699521767533188,0.017910477073122058
raw_EIS_plotting/TC23LTO04/auxiliary/20231113_TC23LTO04_2347mV_25gradC_EISDRT.csv,20231113_TC23LTO04_2347mV_25gradC_EISDRT.csv,TC23LTO04,LTO,lithium-ion,25.0,2.347,320,3.1622776601683795e-05,63.24555320336759,0.0068586472669744,10.254917965440798,0.016478107451037307
raw_EIS_plotting/TC23LTO04/auxiliary/20231113_TC23LTO04_2363mV_25gradC_EISDRT.csv,20231113_TC23LTO04_2363mV_25gradC_EISDRT.csv,TC23LTO04,LTO,lithium-ion,25.0,2.363,320,3.1622776601683795e-05,63.24555320336759,0.0070634063656867,10.254917965440798,0.016584580115921715
raw_EIS_plotting/TC23LTO04/auxiliary/20231113_TC23LTO04_2394mV_27gradC_EISDRT.csv,20231113_TC23LTO04_2394mV_27gradC_EISDRT.csv,TC23LTO04,LTO,lithium-ion,27.0,2.394,320,3.1622776601683795e-05,63.24555320336759,0.0070319568460083,10.254917965440798,0.016898015709529805
raw_EIS_plotting/TC23LTO04/auxiliary/20231113_TC23LTO04_2429mV_26gradC_EISDRT.csv,20231113_TC23LTO04_2429mV_26gradC_EISDRT.csv,TC23LTO04,LTO,lithium-ion,26.0,2.429,320,3.1622776601683795e-05,63.24555320336759,0.007939950392624,10.254917965440798,0.017647766496853567
raw_EIS_plotting/TC23LTO04/auxiliary/20231113_TC23LTO04_2472mV_25gradC_EISDRT.csv,20231113_TC23LTO04_2472mV_25gradC_EISDRT.csv,TC23LTO04,LTO,lithium-ion,25.0,2.472,320,3.1622776601683795e-05,63.24555320336759,0.0081088618967952,10.254917965440798,0.017874435027423967
raw_EIS_plotting/TC23LTO04/auxiliary/20231113_TC23LTO04_2516mV_25gradC_EISDRT.csv,20231113_TC23LTO04_2516mV_25gradC_EISDRT.csv,TC23LTO04,LTO,lithium-ion,25.0,2.516,320,3.1622776601683795e-05,63.24555320336759,0.0083130715378123,10.254917965440798,0.018387883675155627
raw_EIS_plotting/TC23LTO04/auxiliary/20231113_TC23LTO04_2580mV_25gradC_EISDRT.csv,20231113_TC23LTO04_2580mV_25gradC_EISDRT.csv,TC23LTO04,LTO,lithium-ion,25.0,2.58,320,3.1622776601683795e-05,63.24555320336759,0.0096475245099392,10.254917965440798,0.020803840543161683
raw_EIS_plotting/TC23LTO04/auxiliary/20231113_TC23LTO04_2686mV_25gradC_EISDRT.csv,20231113_TC23LTO04_2686mV_25gradC_EISDRT.csv,TC23LTO04,LTO,lithium-ion,25.0,2.686,320,3.1622776601683795e-05,63.24555320336759,0.0233320508662977,10.7320981463083,0.048071514206455696
raw_EIS_plotting/TC23NMC04/auxiliary/20231113_TC23NMC04_3494mV_25gradC_EISDRT.csv,20231113_TC23NMC04_3494mV_25gradC_EISDRT.csv,TC23NMC04,NMC,lithium-ion,25.0,3.494,320,3.1622776601683795e-05,63.24555320336759,0.0149837678589121,17.699521767533188,0.040608053841342515
raw_EIS_plotting/TC23NMC04/auxiliary/20231113_TC23NMC04_3575mV_25gradC_EISDRT.csv,20231113_TC23NMC04_3575mV_25gradC_EISDRT.csv,TC23NMC04,NMC,lithium-ion,25.0,3.575,320,3.1622776601683795e-05,63.24555320336759,0.0141009649425755,18.523113046055595,0.033465209802849616
raw_EIS_plotting/TC23NMC04/auxiliary/20231113_TC23NMC04_3676mV_25gradC_EISDRT.csv,20231113_TC23NMC04_3676mV_25gradC_EISDRT.csv,TC23NMC04,NMC,lithium-ion,25.0,3.676,320,3.1622776601683795e-05,63.24555320336759,0.0138985525028454,17.699521767533188,0.03300471044595562
raw_EIS_plotting/TC23NMC04/auxiliary/20231113_TC23NMC04_3794mV_27gradC_EISDRT.csv,20231113_TC23NMC04_3794mV_27gradC_EISDRT.csv,TC23NMC04,NMC,lithium-ion,27.0,3.794,320,3.1622776601683795e-05,63.24555320336759,0.0108982610347908,17.699521767533188,0.030634797893796785
raw_EIS_plotting/TC23NMC04/auxiliary/20231113_TC23NMC04_3854mV_26gradC_EISDRT.csv,20231113_TC23NMC04_3854mV_26gradC_EISDRT.csv,TC23NMC04,NMC,lithium-ion,26.0,3.854,320,3.1622776601683795e-05,63.24555320336759,0.0084247806286651,10.254917965440798,0.02758433418374625
raw_EIS_plotting/TC23NMC04/auxiliary/20231113_TC23NMC04_3900mV_25gradC_EISDRT.csv,20231113_TC23NMC04_3900mV_25gradC_EISDRT.csv,TC23NMC04,NMC,lithium-ion,25.0,3.9,320,3.1622776601683795e-05,63.24555320336759,0.0115801048406287,17.699521767533188,0.029755458015795037
raw_EIS_plotting/TC23NMC04/auxiliary/20231113_TC23NMC04_3980mV_25gradC_EISDRT.csv,20231113_TC23NMC04_3980mV_25gradC_EISDRT.csv,TC23NMC04,NMC,lithium-ion,25.0,3.98,320,3.1622776601683795e-05,63.24555320336759,0.017861404280175,18.523113046055595,0.0361846951419654
raw_EIS_plotting/TC23NMC04/auxiliary/20231113_TC23NMC04_4037mV_25gradC_EISDRT.csv,20231113_TC23NMC04_4037mV_25gradC_EISDRT.csv,TC23NMC04,NMC,lithium-ion,25.0,4.037,320,3.1622776601683795e-05,63.24555320336759,0.0146428160168651,17.699521767533188,0.03391537952825156
raw_EIS_plotting/TC23NMC04/auxiliary/20231113_TC23NMC04_4078mV_24gradC_EISDRT.csv,20231113_TC23NMC04_4078mV_24gradC_EISDRT.csv,TC23NMC04,NMC,lithium-ion,24.0,4.078,320,3.1622776601683795e-05,63.24555320336759,0.0111997609545017,10.254917965440798,0.03205082976742211
raw_EIS_plotting/TC23NMC04/auxiliary/20231113_TC23NMC04_4240mV_25gradC_EISDRT.csv,20231113_TC23NMC04_4240mV_25gradC_EISDRT.csv,TC23NMC04,NMC,lithium-ion,25.0,4.24,320,3.1622776601683795e-05,63.24555320336759,0.0110057940167248,10.254917965440798,0.038570610211679734
raw_EIS_plotting/TC23SIB03/auxiliary/20231113_TC23SIB03_2099mV_25gradC_EISDRT.csv,20231113_TC23SIB03_2099mV_25gradC_EISDRT.csv,TC23SIB03,SIB,sodium-ion,25.0,2.099,320,3.1622776601683795e-05,63.24555320336759,0.0575706034697322,10.7320981463083,0.2887406897663608
raw_EIS_plotting/TC23SIB03/auxiliary/20231113_TC23SIB03_2274mV_25gradC_EISDRT.csv,20231113_TC23SIB03_2274mV_25gradC_EISDRT.csv,TC23SIB03,SIB,sodium-ion,25.0,2.274,320,3.1622776601683795e-05,63.24555320336759,0.0407499363212063,17.699521767533188,0.1695097693735778
raw_EIS_plotting/TC23SIB03/auxiliary/20231113_TC23SIB03_2652mV_25gradC_EISDRT.csv,20231113_TC23SIB03_2652mV_25gradC_EISDRT.csv,TC23SIB03,SIB,sodium-ion,25.0,2.652,320,3.1622776601683795e-05,63.24555320336759,0.0305221796852655,19.385027540479932,0.09871272403686347
raw_EIS_plotting/TC23SIB03/auxiliary/20231113_TC23SIB03_2783mV_25gradC_EISDRT.csv,20231113_TC23SIB03_2783mV_25gradC_EISDRT.csv,TC23SIB03,SIB,sodium-ion,25.0,2.783,320,3.1622776601683795e-05,63.24555320336759,0.0269063232811917,0.0111703150299249,0.09034106881497322
raw_EIS_plotting/TC23SIB03/auxiliary/20231113_TC23SIB03_2903mV_27gradC_EISDRT.csv,20231113_TC23SIB03_2903mV_27gradC_EISDRT.csv,TC23SIB03,SIB,sodium-ion,27.0,2.903,320,3.1622776601683795e-05,63.24555320336759,0.0268174833827559,0.0101990690294095,0.08964100774158851
raw_EIS_plotting/TC23SIB03/auxiliary/20231113_TC23SIB03_3082mV_26gradC_EISDRT.csv,20231113_TC23SIB03_3082mV_26gradC_EISDRT.csv,TC23SIB03,SIB,sodium-ion,26.0,3.082,320,3.1622776601683795e-05,63.24555320336759,0.0278625224714938,0.0111703150299249,0.0927181257331843
raw_EIS_plotting/TC23SIB03/auxiliary/20231113_TC23SIB03_3276mV_25gradC_EISDRT.csv,20231113_TC23SIB03_3276mV_25gradC_EISDRT.csv,TC23SIB03,SIB,sodium-ion,25.0,3.276,320,3.1622776601683795e-05,63.24555320336759,0.0264485599969654,0.0101990690294095,0.08874991061963176
raw_EIS_plotting/TC23SIB03/auxiliary/20231113_TC23SIB03_3459mV_25gradC_EISDRT.csv,20231113_TC23SIB03_3459mV_25gradC_EISDRT.csv,TC23SIB03,SIB,sodium-ion,25.0,3.459,320,3.1622776601683795e-05,63.24555320336759,0.0261424974452364,0.0101990690294095,0.08631331452928616
raw_EIS_plotting/TC23SIB03/auxiliary/20231113_TC23SIB03_3639mV_25gradC_EISDRT.csv,20231113_TC23SIB03_3639mV_25gradC_EISDRT.csv,TC23SIB03,SIB,sodium-ion,25.0,3.639,320,3.1622776601683795e-05,63.24555320336759,0.0285881692298514,0.0116900903186487,0.09189365474678585
raw_EIS_plotting/TC23SIB03/auxiliary/20231113_TC23SIB03_4083mV_25gradC_EISDRT.csv,20231113_TC23SIB03_4083mV_25gradC_EISDRT.csv,TC23SIB03,SIB,sodium-ion,25.0,4.083,320,3.1622776601683795e-05,63.24555320336759,0.016316985758489,2.6203471814602968,0.039879667343973906
